"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.802097170464021,0.802202903696967,0.737332606744141,0.574811007345174,4.05568594630914,0.019989523922953,0.617747440273038,1.36536710400141,0.540671784431027,0.805081282081982
