"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.736097259868655,0.757339311525719,0.677842801368791,0.50988245593125,3.12098064291937,0.0255231073615332,1.98900462962963,0.911796614906458,0.524635301772713,0.756860756913316
