"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.92307203537723,0.922291790134567,0.911951537903414,0.703592221959657,11.8686531543024,0.0028966796275975,1.17643155100493,1.4709976052601,0.758526563256422,0.925314474538646
