"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.788976163541836,0.789082615397742,0.716022762453467,0.554974904601056,3.74119286983276,0.0208060684108539,-0.555016181229773,1.42230004519739,0.575766963878536,0.790886579383642
