"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.825991276951938,0.830343062578196,0.784005831786511,0.619976450759279,4.89424762226955,0.018306363774233,2.38734030197445,0.69399579138452,0.552804874924185,0.838285686480184
