"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.854085539765092,0.859641625850511,0.821215847716573,0.671219164575046,6.12461943264564,0.0148945209788132,-1.26564277588168,1.328783222986,0.713037236720546,0.868455976437749
