"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.816905453903937,0.821717918360126,0.792043003074543,0.535374745893949,4.6090886464966,0.0167299339962743,2.04021990740741,0.968507113900498,0.516906416104776,0.825941656414201
