"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.917421765530126,0.918987125132274,0.912734795745201,0.618397950458538,11.3437169910677,0.00730543749338835,2.45188492063492,0.614789048023572,0.606682521107776,0.91952602213925
