"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.85012794060357,0.849284279550496,0.803468025768687,0.65257704160261,5.63500792762386,0.00622446372713758,1.17861205915813,1.45868376299358,0.60192545511555,0.854313640135096
