"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.86962685253194,0.869758805570225,0.817292638666057,0.690020593113688,6.67806226269826,0.0128475943682095,-0.319309600862999,1.49800890872939,0.697127664117943,0.870311222476026
