"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.927262398049621,0.929993253782855,0.900549870197363,0.815773900883422,13.2843376393787,0.00292952550526197,1.273606370876,1.62092530683658,0.824914370263381,0.930605769356973
