"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.739198957365417,0.739986793302156,0.655909618415567,0.486824956974958,2.8459584907242,0.026558104538613,2.13078703703704,0.746306739418173,0.479529598616717,0.740816117560929
