"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.885222859024026,0.885157696389623,0.840451497447993,0.719824978853881,7.70759266021585,0.00474277231038973,0.579635949943117,1.78934143968503,0.722754009186274,0.885986462709577
