"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.829326844726606,0.828229817359028,0.792833080877691,0.546574310126931,4.82173218089992,0.0161949205136211,0.383390216154721,1.38903587385413,0.529189016979263,0.831275053371916
