"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.932787414789159,0.933035866052772,0.929667163121211,0.665605636186881,13.9333671781383,0.00597704517385571,0.17593044043556,1.47531672283018,0.635011668626638,0.933851898553342
