"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.809268160164381,0.809195722739823,0.765476523888172,0.514620401452413,4.24097265721365,0.0177288479647667,-0.653451995685005,1.34035984873953,0.511333194910051,0.810212832735208
