"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.824136603981113,0.824820866222301,0.701868202484888,0.701868202484887,4.70844242938769,0.0206681798162571,1.86062717770035,1.03846492260575,0.701868202484887,0.825861335880449
