"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.812497332491308,0.81271308172062,0.744697508432786,0.591247308878833,4.33940122026183,0.0183706721858771,1.10140237324703,1.3323731026571,0.603045836855416,0.814734662314534
