"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.744984760321419,0.746850016157157,0.673967512432974,0.495817587584918,2.95022739018149,0.0259372159662602,2.49305555555556,0.539523814649318,0.44877131822746,0.754525294486663
