"","raw_alpha","std.alpha","G6(smc)","average_r","S/N","ase","mean","sd","median_r","omega_tot"
"",0.773147742963151,0.773994073385331,0.725135900356815,0.533049418063588,3.42466272888923,0.0217702323713812,1.99016203703704,1.04709082669989,0.481631999868258,0.79181051997534
